52281at5125	scaffold_6	3846032	3857028
5604at5125	scaffold_4	2290866	2305230
5604at5125	scaffold_1	6535226	6547079
5604at5125	scaffold_2	3576119	3588850
50872at5125	scaffold_2	5441159	5451953
57925at5125	scaffold_1	4756156	4767607
52992at5125	scaffold_2	5591995	5603845
44249at5125	scaffold_5	3220372	3231321
53987at5125	scaffold_6	747061	758716
45202at5125	scaffold_4	3249473	3260975
45237at5125	scaffold_5	2227185	2238003
45237at5125	scaffold_4	3586364	3597056
42793at5125	scaffold_5	1674396	1685151
43903at5125	scaffold_1	5684380	5695467
57544at5125	scaffold_3	1483763	1494876
61030at5125	scaffold_2	2475151	2485631
5814at5125	scaffold_2	4189210	4202404
21738at5125	scaffold_1	1240117	1253019
56320at5125	scaffold_6	2580137	2592248
13244at5125	scaffold_3	2074055	2086330
49623at5125	scaffold_5	1423181	1433952
51859at5125	scaffold_2	5029340	5040272
19159at5125	scaffold_7	2964233	2976297
55641at5125	scaffold_3	3764374	3776134
37824at5125	scaffold_5	1733272	1744408
37824at5125	scaffold_2	1596643	1607596
9310at5125	scaffold_2	1825123	1838128
32046at5125	scaffold_2	4966356	4976778
35847at5125	scaffold_3	867922	879743
43047at5125	scaffold_1	1216738	1227535
15318at5125	scaffold_6	2150538	2163074
51537at5125	scaffold_3	3183756	3194776
43558at5125	scaffold_2	3013162	3024332
56417at5125	scaffold_4	106143	116643
55103at5125	scaffold_6	3468647	3479072
46175at5125	scaffold_6	2648776	2659741
52076at5125	scaffold_3	3981336	3992220
17400at5125	scaffold_5	3289482	3301102
28285at5125	scaffold_4	912409	923397
14169at5125	scaffold_3	178225	189616
14169at5125	scaffold_6	3851079	3862419
37036at5125	scaffold_6	2394816	2406489
44813at5125	scaffold_5	1333629	1344892
44813at5125	scaffold_3	4677862	4688506
55771at5125	scaffold_3	2753294	2763956
55771at5125	scaffold_7	1104467	1115066
55771at5125	scaffold_6	2838735	2849558
44989at5125	scaffold_3	3540188	3551191
58876at5125	scaffold_1	722650	733156
58793at5125	scaffold_6	1155240	1165585
45152at5125	scaffold_7	788520	799495
15144at5125	scaffold_2	2411982	2423484
42302at5125	scaffold_1	2549071	2560681
45355at5125	scaffold_4	3878890	3890284
53018at5125	scaffold_4	3095847	3106970
57293at5125	scaffold_7	2665589	2676194
51050at5125	scaffold_1	4694640	4705553
33747at5125	scaffold_7	2340558	2352063
46895at5125	scaffold_5	1260449	1271505
34014at5125	scaffold_6	2402983	2414416
48283at5125	scaffold_2	4289561	4300097
29107at5125	scaffold_4	315344	327896
